"","ZipCode","BreedName","city","state","latitude","longitude","borough"
"6","10001","Bull Dog, English","New York","NY",40.750742,-73.99653,"Manhattan"
"49","10001","Shih Tzu","New York","NY",40.750742,-73.99653,"Manhattan"
"92","10001","Havanese","New York","NY",40.750742,-73.99653,"Manhattan"
"135","10001","Yorkshire Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"178","10001","Yorkshire Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"221","10001","Poodle, Miniature","New York","NY",40.750742,-73.99653,"Manhattan"
"264","10001","American Eskimo dog","New York","NY",40.750742,-73.99653,"Manhattan"
"307","10001","Lhasa Apso","New York","NY",40.750742,-73.99653,"Manhattan"
"350","10001","Maltese","New York","NY",40.750742,-73.99653,"Manhattan"
"393","10001","Miniature Schnauzer","New York","NY",40.750742,-73.99653,"Manhattan"
"436","10001","Otterhound","New York","NY",40.750742,-73.99653,"Manhattan"
"479","10001","Pomeranian Crossbreed","New York","NY",40.750742,-73.99653,"Manhattan"
"522","10001","Australian Cattledog","New York","NY",40.750742,-73.99653,"Manhattan"
"565","10001","Unknown","New York","NY",40.750742,-73.99653,"Manhattan"
"608","10001","Chihuahua Crossbreed","New York","NY",40.750742,-73.99653,"Manhattan"
"651","10001","Yorkshire Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"694","10001","Unknown","New York","NY",40.750742,-73.99653,"Manhattan"
"737","10001","Unknown","New York","NY",40.750742,-73.99653,"Manhattan"
"780","10001","Unknown","New York","NY",40.750742,-73.99653,"Manhattan"
"823","10001","Boston Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"866","10001","Boston Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"909","10001","Schnauzer, Miniature","New York","NY",40.750742,-73.99653,"Manhattan"
"952","10001","Havanese","New York","NY",40.750742,-73.99653,"Manhattan"
"995","10001","Goldendoodle","New York","NY",40.750742,-73.99653,"Manhattan"
"1038","10001","Jack Russell Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"1081","10001","Boston Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"1124","10001","Pug","New York","NY",40.750742,-73.99653,"Manhattan"
"1167","10001","Jack Russell Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"1210","10001","Bull Dog, French","New York","NY",40.750742,-73.99653,"Manhattan"
"1253","10001","Maltese Crossbreed","New York","NY",40.750742,-73.99653,"Manhattan"
"1296","10001","Yorkshire Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"1339","10001","Cavalier King Charles Spaniel","New York","NY",40.750742,-73.99653,"Manhattan"
"1382","10001","Shar-Pei, Chinese","New York","NY",40.750742,-73.99653,"Manhattan"
"1425","10001","Shih Tzu","New York","NY",40.750742,-73.99653,"Manhattan"
"1468","10001","Cavalier King Charles Spaniel","New York","NY",40.750742,-73.99653,"Manhattan"
"1511","10001","Maltipoo","New York","NY",40.750742,-73.99653,"Manhattan"
"1554","10001","Unknown","New York","NY",40.750742,-73.99653,"Manhattan"
"1597","10001","Yorkshire Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"1640","10001","Labrador Retriever Crossbreed","New York","NY",40.750742,-73.99653,"Manhattan"
"1683","10001","Soft Coated Wheaten Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"1726","10001","Unknown","New York","NY",40.750742,-73.99653,"Manhattan"
"1769","10001","Chihuahua","New York","NY",40.750742,-73.99653,"Manhattan"
"1812","10001","Maltese","New York","NY",40.750742,-73.99653,"Manhattan"
"1855","10001","Shih Tzu Crossbreed","New York","NY",40.750742,-73.99653,"Manhattan"
"1898","10001","Terrier mix","New York","NY",40.750742,-73.99653,"Manhattan"
"1941","10001","Labradoodle","New York","NY",40.750742,-73.99653,"Manhattan"
"1984","10001","Unknown","New York","NY",40.750742,-73.99653,"Manhattan"
"2027","10001","Pomeranian Crossbreed","New York","NY",40.750742,-73.99653,"Manhattan"
"2070","10001","Pomeranian Crossbreed","New York","NY",40.750742,-73.99653,"Manhattan"
"2113","10001","Terrier mix","New York","NY",40.750742,-73.99653,"Manhattan"
"2156","10001","Havanese","New York","NY",40.750742,-73.99653,"Manhattan"
"2199","10001","Labrador Retriever Crossbreed","New York","NY",40.750742,-73.99653,"Manhattan"
"2242","10001","Boxer","New York","NY",40.750742,-73.99653,"Manhattan"
"2285","10001","Wheaton Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"2328","10001","Chihuahua","New York","NY",40.750742,-73.99653,"Manhattan"
"2371","10001","Pomeranian","New York","NY",40.750742,-73.99653,"Manhattan"
"2414","10001","Beagle","New York","NY",40.750742,-73.99653,"Manhattan"
"2457","10001","Unknown","New York","NY",40.750742,-73.99653,"Manhattan"
"2500","10001","Labrador Retriever Crossbreed","New York","NY",40.750742,-73.99653,"Manhattan"
"2543","10001","Welsh Corgi, Pembroke","New York","NY",40.750742,-73.99653,"Manhattan"
"2586","10001","Silky Terrier","New York","NY",40.750742,-73.99653,"Manhattan"
"2650","10002","Labrador Retriever Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"2693","10002","Chihuahua","New York","NY",40.71704,-73.987,"Manhattan"
"2736","10002","Pug","New York","NY",40.71704,-73.987,"Manhattan"
"2779","10002","American Bully","New York","NY",40.71704,-73.987,"Manhattan"
"2822","10002","American Bully","New York","NY",40.71704,-73.987,"Manhattan"
"2865","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"2908","10002","Boston Terrier","New York","NY",40.71704,-73.987,"Manhattan"
"2951","10002","Golden Retriever","New York","NY",40.71704,-73.987,"Manhattan"
"2994","10002","Bichon Frise","New York","NY",40.71704,-73.987,"Manhattan"
"3037","10002","Collie Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"3080","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"3123","10002","Shih Tzu","New York","NY",40.71704,-73.987,"Manhattan"
"3166","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"3209","10002","Pomeranian","New York","NY",40.71704,-73.987,"Manhattan"
"3252","10002","Yorkshire Terrier","New York","NY",40.71704,-73.987,"Manhattan"
"3295","10002","Chihuahua","New York","NY",40.71704,-73.987,"Manhattan"
"3338","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"3381","10002","German Shepherd Dog","New York","NY",40.71704,-73.987,"Manhattan"
"3424","10002","Labrador Retriever Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"3467","10002","Yorkshire Terrier","New York","NY",40.71704,-73.987,"Manhattan"
"3510","10002","Australian Shepherd","New York","NY",40.71704,-73.987,"Manhattan"
"3553","10002","Yorkshire Terrier Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"3596","10002","Chihuahua","New York","NY",40.71704,-73.987,"Manhattan"
"3639","10002","French Bulldog","New York","NY",40.71704,-73.987,"Manhattan"
"3682","10002","Bassett Hound","New York","NY",40.71704,-73.987,"Manhattan"
"3725","10002","Pomeranian","New York","NY",40.71704,-73.987,"Manhattan"
"3768","10002","French Bulldog","New York","NY",40.71704,-73.987,"Manhattan"
"3811","10002","Poodle, Miniature","New York","NY",40.71704,-73.987,"Manhattan"
"3854","10002","Yorkshire Terrier","New York","NY",40.71704,-73.987,"Manhattan"
"3897","10002","Shih Tzu Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"3940","10002","West Highland White Terrier","New York","NY",40.71704,-73.987,"Manhattan"
"3983","10002","Maltese","New York","NY",40.71704,-73.987,"Manhattan"
"4026","10002","Shih Tzu","New York","NY",40.71704,-73.987,"Manhattan"
"4069","10002","Shiba Inu","New York","NY",40.71704,-73.987,"Manhattan"
"4112","10002","Barbet","New York","NY",40.71704,-73.987,"Manhattan"
"4155","10002","Papillon","New York","NY",40.71704,-73.987,"Manhattan"
"4198","10002","Chihuahua","New York","NY",40.71704,-73.987,"Manhattan"
"4241","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"4284","10002","Chihuahua","New York","NY",40.71704,-73.987,"Manhattan"
"4327","10002","Golden Retriever","New York","NY",40.71704,-73.987,"Manhattan"
"4370","10002","Shih Tzu","New York","NY",40.71704,-73.987,"Manhattan"
"4413","10002","Terrier mix","New York","NY",40.71704,-73.987,"Manhattan"
"4456","10002","Labrador Retriever Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"4499","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"4542","10002","Boxer","New York","NY",40.71704,-73.987,"Manhattan"
"4585","10002","Morkie","New York","NY",40.71704,-73.987,"Manhattan"
"4628","10002","Puggle","New York","NY",40.71704,-73.987,"Manhattan"
"4671","10002","Labrador Retriever Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"4714","10002","Shih Tzu","New York","NY",40.71704,-73.987,"Manhattan"
"4757","10002","Shiba Inu","New York","NY",40.71704,-73.987,"Manhattan"
"4800","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"4843","10002","Shih Tzu","New York","NY",40.71704,-73.987,"Manhattan"
"4886","10002","Cavalier King Charles Spaniel","New York","NY",40.71704,-73.987,"Manhattan"
"4929","10002","Siberian Husky","New York","NY",40.71704,-73.987,"Manhattan"
"4972","10002","Border Collie","New York","NY",40.71704,-73.987,"Manhattan"
"5015","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"5058","10002","Chihuahua Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"5101","10002","Poodle","New York","NY",40.71704,-73.987,"Manhattan"
"5144","10002","Shih Tzu Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"5187","10002","Dachshund, Long Haired Miniature","New York","NY",40.71704,-73.987,"Manhattan"
"5230","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"5273","10002","Toy Fox Terrier","New York","NY",40.71704,-73.987,"Manhattan"
"5316","10002","Chihuahua Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"5359","10002","Maltese","New York","NY",40.71704,-73.987,"Manhattan"
"5402","10002","American Pit Bull Terrier/Pit Bull","New York","NY",40.71704,-73.987,"Manhattan"
"5445","10002","Miniature Pinscher","New York","NY",40.71704,-73.987,"Manhattan"
"5488","10002","Cocker Spaniel","New York","NY",40.71704,-73.987,"Manhattan"
"5531","10002","American Pit Bull Terrier/Pit Bull","New York","NY",40.71704,-73.987,"Manhattan"
"5574","10002","Chihuahua","New York","NY",40.71704,-73.987,"Manhattan"
"5617","10002","Shih Tzu Crossbreed","New York","NY",40.71704,-73.987,"Manhattan"
"5660","10002","American Pit Bull Terrier/Pit Bull","New York","NY",40.71704,-73.987,"Manhattan"
"5703","10002","Boston Terrier","New York","NY",40.71704,-73.987,"Manhattan"
"5746","10002","Boston Terrier","New York","NY",40.71704,-73.987,"Manhattan"
"5789","10002","Bull Dog, English","New York","NY",40.71704,-73.987,"Manhattan"
"5832","10002","Golden Retriever","New York","NY",40.71704,-73.987,"Manhattan"
"5875","10002","Unknown","New York","NY",40.71704,-73.987,"Manhattan"
"5919","10003","Pug","New York","NY",40.732509,-73.98935,"Manhattan"
"5962","10003","Schnauzer, Miniature","New York","NY",40.732509,-73.98935,"Manhattan"
"6005","10003","Terrier mix","New York","NY",40.732509,-73.98935,"Manhattan"
"6048","10003","Miniature Schnauzer","New York","NY",40.732509,-73.98935,"Manhattan"
"6091","10003","Yorkshire Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"6134","10003","Italian Greyhound","New York","NY",40.732509,-73.98935,"Manhattan"
"6177","10003","Beagle Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"6220","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"6263","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"6306","10003","American Pit Bull Terrier/Pit Bull","New York","NY",40.732509,-73.98935,"Manhattan"
"6349","10003","Miniature Schnauzer","New York","NY",40.732509,-73.98935,"Manhattan"
"6392","10003","Chihuahua","New York","NY",40.732509,-73.98935,"Manhattan"
"6435","10003","Morkie","New York","NY",40.732509,-73.98935,"Manhattan"
"6478","10003","Dachshund Smooth Coat Miniature","New York","NY",40.732509,-73.98935,"Manhattan"
"6521","10003","Border Collie Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"6564","10003","Chihuahua","New York","NY",40.732509,-73.98935,"Manhattan"
"6607","10003","Pug","New York","NY",40.732509,-73.98935,"Manhattan"
"6650","10003","Poodle","New York","NY",40.732509,-73.98935,"Manhattan"
"6693","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"6736","10003","Greyhound","New York","NY",40.732509,-73.98935,"Manhattan"
"6779","10003","Pomeranian","New York","NY",40.732509,-73.98935,"Manhattan"
"6822","10003","Chihuahua","New York","NY",40.732509,-73.98935,"Manhattan"
"6865","10003","American Pit Bull Terrier/Pit Bull","New York","NY",40.732509,-73.98935,"Manhattan"
"6908","10003","Goldendoodle","New York","NY",40.732509,-73.98935,"Manhattan"
"6951","10003","Morkie","New York","NY",40.732509,-73.98935,"Manhattan"
"6994","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"7037","10003","Dachshund","New York","NY",40.732509,-73.98935,"Manhattan"
"7080","10003","Labrador Retriever Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"7123","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"7166","10003","Bull Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"7209","10003","Labrador Retriever","New York","NY",40.732509,-73.98935,"Manhattan"
"7252","10003","Beagle","New York","NY",40.732509,-73.98935,"Manhattan"
"7295","10003","Havanese","New York","NY",40.732509,-73.98935,"Manhattan"
"7338","10003","Cocker Spaniel","New York","NY",40.732509,-73.98935,"Manhattan"
"7381","10003","Jack Russell Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"7424","10003","Australian Shepherd","New York","NY",40.732509,-73.98935,"Manhattan"
"7467","10003","Terrier mix","New York","NY",40.732509,-73.98935,"Manhattan"
"7510","10003","Shih Tzu","New York","NY",40.732509,-73.98935,"Manhattan"
"7553","10003","Boxer","New York","NY",40.732509,-73.98935,"Manhattan"
"7596","10003","Boxer","New York","NY",40.732509,-73.98935,"Manhattan"
"7639","10003","Dachshund","New York","NY",40.732509,-73.98935,"Manhattan"
"7682","10003","Cavalier King Charles Spaniel","New York","NY",40.732509,-73.98935,"Manhattan"
"7725","10003","English Cocker Spaniel","New York","NY",40.732509,-73.98935,"Manhattan"
"7768","10003","Havanese","New York","NY",40.732509,-73.98935,"Manhattan"
"7811","10003","Border Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"7854","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"7897","10003","Havanese","New York","NY",40.732509,-73.98935,"Manhattan"
"7940","10003","Labrador Retriever","New York","NY",40.732509,-73.98935,"Manhattan"
"7983","10003","Lhasa Apso","New York","NY",40.732509,-73.98935,"Manhattan"
"8026","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"8069","10003","Bull Dog, English","New York","NY",40.732509,-73.98935,"Manhattan"
"8112","10003","Chihuahua","New York","NY",40.732509,-73.98935,"Manhattan"
"8155","10003","Cavalier King Charles Spaniel","New York","NY",40.732509,-73.98935,"Manhattan"
"8198","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"8241","10003","Poodle","New York","NY",40.732509,-73.98935,"Manhattan"
"8284","10003","Poodle, Miniature","New York","NY",40.732509,-73.98935,"Manhattan"
"8327","10003","Bearded Collie","New York","NY",40.732509,-73.98935,"Manhattan"
"8370","10003","Maltese","New York","NY",40.732509,-73.98935,"Manhattan"
"8413","10003","Shih Tzu","New York","NY",40.732509,-73.98935,"Manhattan"
"8456","10003","American Staffordshire Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"8499","10003","Shih Tzu","New York","NY",40.732509,-73.98935,"Manhattan"
"8542","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"8585","10003","Labrador Retriever Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"8628","10003","Silky Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"8671","10003","Poodle, Miniature","New York","NY",40.732509,-73.98935,"Manhattan"
"8714","10003","Terrier Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"8757","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"8800","10003","French Bulldog","New York","NY",40.732509,-73.98935,"Manhattan"
"8843","10003","Australian Shepherd","New York","NY",40.732509,-73.98935,"Manhattan"
"8886","10003","Havanese","New York","NY",40.732509,-73.98935,"Manhattan"
"8929","10003","Labradoodle","New York","NY",40.732509,-73.98935,"Manhattan"
"8972","10003","American Pit Bull Mix / Pit Bull Mix","New York","NY",40.732509,-73.98935,"Manhattan"
"9015","10003","Terrier mix","New York","NY",40.732509,-73.98935,"Manhattan"
"9058","10003","Morkie","New York","NY",40.732509,-73.98935,"Manhattan"
"9101","10003","West High White Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"9144","10003","Labrador Retriever Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"9187","10003","Terrier Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"9230","10003","Jack Russell Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"9273","10003","Yorkshire Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"9316","10003","Havanese","New York","NY",40.732509,-73.98935,"Manhattan"
"9359","10003","Beagle Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"9402","10003","Chihuahua","New York","NY",40.732509,-73.98935,"Manhattan"
"9445","10003","Yorkshire Terrier Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"9488","10003","Havanese","New York","NY",40.732509,-73.98935,"Manhattan"
"9531","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"9574","10003","German Shorthaired Pointer","New York","NY",40.732509,-73.98935,"Manhattan"
"9617","10003","Poodle Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"9660","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"9703","10003","Yorkshire Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"9746","10003","Australian Cattledog","New York","NY",40.732509,-73.98935,"Manhattan"
"9789","10003","Unknown","New York","NY",40.732509,-73.98935,"Manhattan"
"9832","10003","Shih Tzu","New York","NY",40.732509,-73.98935,"Manhattan"
"9875","10003","Pembroke Welsh Corgi","New York","NY",40.732509,-73.98935,"Manhattan"
"9918","10003","Labrador Retriever Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"9961","10003","Boston Terrier","New York","NY",40.732509,-73.98935,"Manhattan"
"10004","10003","Golden Retriever","New York","NY",40.732509,-73.98935,"Manhattan"
"10047","10003","Schnauzer Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"10090","10003","Rottweiler Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"10133","10003","Labrador Retriever Crossbreed","New York","NY",40.732509,-73.98935,"Manhattan"
"10169","10004","Labrador Retriever","New York","NJ",40.699226,-74.04118,"Manhattan"
"10212","10004","Collie, Border","New York","NJ",40.699226,-74.04118,"Manhattan"
"10255","10004","Labradoodle","New York","NJ",40.699226,-74.04118,"Manhattan"
"10298","10004","Pekingese","New York","NJ",40.699226,-74.04118,"Manhattan"
"10341","10004","Dalmatian","New York","NJ",40.699226,-74.04118,"Manhattan"
"10384","10004","Unknown","New York","NJ",40.699226,-74.04118,"Manhattan"
"10427","10004","Yorkshire Terrier","New York","NJ",40.699226,-74.04118,"Manhattan"
"10470","10004","Labradoodle","New York","NJ",40.699226,-74.04118,"Manhattan"
"10513","10004","French Bulldog","New York","NJ",40.699226,-74.04118,"Manhattan"
"10556","10004","West High White Terrier","New York","NJ",40.699226,-74.04118,"Manhattan"
"10599","10004","Brussels Griffon","New York","NJ",40.699226,-74.04118,"Manhattan"
"10643","10005","Golden Retriever","New York","NY",40.706019,-74.00858,"Manhattan"
"10686","10005","French Bulldog","New York","NY",40.706019,-74.00858,"Manhattan"
"10729","10005","Bull Dog, French","New York","NY",40.706019,-74.00858,"Manhattan"
"10772","10005","Unknown","New York","NY",40.706019,-74.00858,"Manhattan"
"10815","10005","Bull Dog, French","New York","NY",40.706019,-74.00858,"Manhattan"
"10858","10005","Maltese Crossbreed","New York","NY",40.706019,-74.00858,"Manhattan"
"10901","10005","Boston Terrier","New York","NY",40.706019,-74.00858,"Manhattan"
"10944","10005","Labrador Retriever","New York","NY",40.706019,-74.00858,"Manhattan"
"10987","10005","Unknown","New York","NY",40.706019,-74.00858,"Manhattan"
"11030","10005","Boston Terrier","New York","NY",40.706019,-74.00858,"Manhattan"
"11073","10005","Boston Terrier","New York","NY",40.706019,-74.00858,"Manhattan"
"11116","10005","Pomeranian","New York","NY",40.706019,-74.00858,"Manhattan"
"11159","10005","Shiba Inu","New York","NY",40.706019,-74.00858,"Manhattan"
"11202","10005","Poodle Crossbreed","New York","NY",40.706019,-74.00858,"Manhattan"
"11245","10005","Golden Retriever","New York","NY",40.706019,-74.00858,"Manhattan"
"11288","10005","Australian Cattledog","New York","NY",40.706019,-74.00858,"Manhattan"
"11331","10005","Collie Crossbreed","New York","NY",40.706019,-74.00858,"Manhattan"
"11374","10005","Yorkshire Terrier","New York","NY",40.706019,-74.00858,"Manhattan"
"11417","10005","Labrador Retriever Crossbreed","New York","NY",40.706019,-74.00858,"Manhattan"
"11460","10005","Pug","New York","NY",40.706019,-74.00858,"Manhattan"
"11504","10006","Chihuahua","New York","NY",40.707904,-74.01342,"Manhattan"
"11547","10006","Bassett Hound","New York","NY",40.707904,-74.01342,"Manhattan"
"11590","10006","Boxer","New York","NY",40.707904,-74.01342,"Manhattan"
"11633","10006","Labrador Retriever","New York","NY",40.707904,-74.01342,"Manhattan"
"11676","10006","Miniature Australian Shepherd","New York","NY",40.707904,-74.01342,"Manhattan"
"11719","10006","Unknown","New York","NY",40.707904,-74.01342,"Manhattan"
"11762","10006","American Eskimo dog","New York","NY",40.707904,-74.01342,"Manhattan"
"11805","10006","Schnauzer, Miniature","New York","NY",40.707904,-74.01342,"Manhattan"
"11848","10006","Pomeranian","New York","NY",40.707904,-74.01342,"Manhattan"
"11892","10007","Goldendoodle","New York","NY",40.714754,-74.00721,"Manhattan"
"11935","10007","Miniature Pinscher","New York","NY",40.714754,-74.00721,"Manhattan"
"11978","10007","Unknown","New York","NY",40.714754,-74.00721,"Manhattan"
"12021","10007","Brussels Griffon","New York","NY",40.714754,-74.00721,"Manhattan"
"12064","10007","Labrador Retriever","New York","NY",40.714754,-74.00721,"Manhattan"
"12107","10007","French Bulldog","New York","NY",40.714754,-74.00721,"Manhattan"
"12150","10007","French Bulldog","New York","NY",40.714754,-74.00721,"Manhattan"
"12193","10007","French Bulldog","New York","NY",40.714754,-74.00721,"Manhattan"
"12236","10007","Miniature Australian Shepherd","New York","NY",40.714754,-74.00721,"Manhattan"
"12279","10007","Pug","New York","NY",40.714754,-74.00721,"Manhattan"
"12322","10007","Boston Terrier","New York","NY",40.714754,-74.00721,"Manhattan"
"12365","10007","Italian Greyhound","New York","NY",40.714754,-74.00721,"Manhattan"
"12408","10007","Shih Tzu","New York","NY",40.714754,-74.00721,"Manhattan"
"12451","10007","Pug","New York","NY",40.714754,-74.00721,"Manhattan"
"12494","10007","Dachshund Smooth Coat","New York","NY",40.714754,-74.00721,"Manhattan"
"12537","10007","Jack Russell Terrier","New York","NY",40.714754,-74.00721,"Manhattan"
"12585","10009","Miniature Pinscher","New York","NY",40.727093,-73.97864,"Manhattan"
"12628","10009","Collie, Border","New York","NY",40.727093,-73.97864,"Manhattan"
"12671","10009","Bull Dog, French","New York","NY",40.727093,-73.97864,"Manhattan"
"12714","10009","Boston Terrier","New York","NY",40.727093,-73.97864,"Manhattan"
"12757","10009","Yorkshire Terrier","New York","NY",40.727093,-73.97864,"Manhattan"
"12800","10009","Maltese","New York","NY",40.727093,-73.97864,"Manhattan"
"12843","10009","Goldendoodle","New York","NY",40.727093,-73.97864,"Manhattan"
"12886","10009","Labrador Retriever Crossbreed","New York","NY",40.727093,-73.97864,"Manhattan"
"12929","10009","American Staffordshire Terrier","New York","NY",40.727093,-73.97864,"Manhattan"
"12972","10009","Labrador Retriever Crossbreed","New York","NY",40.727093,-73.97864,"Manhattan"
"13015","10009","German Shepherd Crossbreed","New York","NY",40.727093,-73.97864,"Manhattan"
"13058","10009","Yorkshire Terrier","New York","NY",40.727093,-73.97864,"Manhattan"
"13101","10009","Dachshund Smooth Coat","New York","NY",40.727093,-73.97864,"Manhattan"
"13144","10009","Shiba Inu","New York","NY",40.727093,-73.97864,"Manhattan"
"13187","10009","Boxer Crossbreed","New York","NY",40.727093,-73.97864,"Manhattan"
"13230","10009","Chihuahua","New York","NY",40.727093,-73.97864,"Manhattan"
"13273","10009","Golden Retriever","New York","NY",40.727093,-73.97864,"Manhattan"
"13316","10009","Goldendoodle","New York","NY",40.727093,-73.97864,"Manhattan"
"13359","10009","Shetland Sheepdog","New York","NY",40.727093,-73.97864,"Manhattan"
"13402","10009","Unknown","New York","NY",40.727093,-73.97864,"Manhattan"
"13445","10009","Unknown","New York","NY",40.727093,-73.97864,"Manhattan"
"13488","10009","Pomeranian","New York","NY",40.727093,-73.97864,"Manhattan"
"13531","10009","Labrador Retriever","New York","NY",40.727093,-73.97864,"Manhattan"
"13574","10009","Poodle Crossbreed","New York","NY",40.727093,-73.97864,"Manhattan"
"13617","10009","Border Collie","New York","NY",40.727093,-73.97864,"Manhattan"
"13660","10009","Bichon Frise","New York","NY",40.727093,-73.97864,"Manhattan"
"13703","10009","Silky Terrier","New York","NY",40.727093,-73.97864,"Manhattan"
"13746","10009","Collie Crossbreed","New York","NY",40.727093,-73.97864,"Manhattan"
"13789","10009","Unknown","New York","NY",40.727093,-73.97864,"Manhattan"
"13832","10009","Jack Russell Terrier","New York","NY",40.727093,-73.97864,"Manhattan"
"13875","10009","Australian Shepherd","New York","NY",40.727093,-73.97864,"Manhattan"
"13918","10009","Siberian Husky","New York","NY",40.727093,-73.97864,"Manhattan"
"13961","10009","Bull Dog, French","New York","NY",40.727093,-73.97864,"Manhattan"
"14004","10009","Morkie","New York","NY",40.727093,-73.97864,"Manhattan"
"14047","10009","German Shepherd Dog","New York","NY",40.727093,-73.97864,"Manhattan"
"14090","10009","American Pit Bull Terrier/Pit Bull","New York","NY",40.727093,-73.97864,"Manhattan"
"14133","10009","Labrador Retriever","New York","NY",40.727093,-73.97864,"Manhattan"
"14176","10009","Dachshund Smooth Coat Miniature","New York","NY",40.727093,-73.97864,"Manhattan"
"14219","10009","Unknown","New York","NY",40.727093,-73.97864,"Manhattan"
"14262","10009","Maltese Crossbreed","New York","NY",40.727093,-73.97864,"Manhattan"
"14305","10009","Maltese","New York","NY",40.727093,-73.97864,"Manhattan"
"14348","10009","Unknown","New York","NY",40.727093,-73.97864,"Manhattan"
"14391","10009","French Bulldog","New York","NY",40.727093,-73.97864,"Manhattan"
"14434","10009","French Bulldog","New York","NY",40.727093,-73.97864,"Manhattan"
"14477","10009","Unknown","New York","NY",40.727093,-73.97864,"Manhattan"
"14520","10009","Boston Terrier","New York","NY",40.727093,-73.97864,"Manhattan"
"14563","10009","Chihuahua","New York","NY",40.727093,-73.97864,"Manhattan"
"14606","10009","Poodle, Standard","New York","NY",40.727093,-73.97864,"Manhattan"
"14649","10009","Miniature Pinscher","New York","NY",40.727093,-73.97864,"Manhattan"
"14692","10009","Chihuahua","New York","NY",40.727093,-73.97864,"Manhattan"
"14735","10009","American Pit Bull Mix / Pit Bull Mix","New York","NY",40.727093,-73.97864,"Manhattan"
"14778","10009","American Pit Bull Terrier/Pit Bull","New York","NY",40.727093,-73.97864,"Manhattan"
